FileName | fileType | Tag(xpath or property) | tomlConfig | dataType | description | defaultValue | PossibleValues | Config Status
axis2.xml | xml | /axisconfig[1]/messageFormatters[1]/messageFormatter[2]/@class | message_formatters.multipart_form_data | Sting | axis2 MultipartFormDataFormatter class name | org.apache.axis2.transport.http.MultipartFormDataFormatter |  | Templated
axis2.xml | xml | /axisconfig[1]/messageFormatters[1]/messageFormatter[2]/@contentType |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/messageFormatters[1]/messageFormatter[3]/@class | message_formatters.application_xml | String | AplicationXMLFormatter class name | org.apache.axis2.transport.http.ApplicationXMLFormatter |  | Templated
axis2.xml | xml | /axisconfig[1]/messageFormatters[1]/messageFormatter[3]/@contentType |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/messageFormatters[1]/messageFormatter[4]/@class | message_formatters.soap_xml | String | SOAM Message Formatter class name | org.apache.axis2.transport.http.SOAPMessageFormatter |  | Templated
axis2.xml | xml | /axisconfig[1]/messageFormatters[1]/messageFormatter[4]/@contentType |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/messageFormatters[1]/messageFormatter[5]/@contentType |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/messageFormatters[1]/messageFormatter[6]/@class | message_formatters.json | String | JSONFormatter class | org.apache.axis2.json.gson.JsonFormatter |  | Templated
axis2.xml | xml | /axisconfig[1]/messageFormatters[1]/messageFormatter[6]/@contentType |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/messageFormatters[1]/messageFormatter[7]/@class | message_formatters.json_badgerfish | String |  JSONBadgerfishMessageFormatter class | org.apache.axis2.json.JSONBadgerfishMessageFormatter |  | Templated
axis2.xml | xml | /axisconfig[1]/messageFormatters[1]/messageFormatter[7]/@contentType |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/messageFormatters[1]/messageFormatter[8]/@class | message_formatters.text_javascript | String | org.apache.axis2.json.gson.JsonFormatter class | org.apache.axis2.json.gson.JsonFormatter |  | Templated
axis2.xml | xml | /axisconfig[1]/messageFormatters[1]/messageFormatter[8]/@contentType |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/messageFormatters[1]/messageFormatter[9] |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/transportSender[2] |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/transportSender[2]/@class |  |  |  | org.apache.axis2.transport.mail.MailTransportSender |  | Not Templated
axis2.xml | xml | /axisconfig[1]/transportSender[2]/@name |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/transportSender[2]/parameter[1]/@name |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/transportSender[2]/parameter[1]/text()[1] | output_adapter.email.from_address | String | Email address for axis2 email sender. | abcd@gmail.com |  | Templated
axis2.xml | xml | /axisconfig[1]/transportSender[2]/parameter[2]/@name |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/transportSender[2]/parameter[2]/text()[1] | output_adapter.email.username | String | Email user that use as the email sender. | abcd |  | Templated
axis2.xml | xml | /axisconfig[1]/transportSender[2]/parameter[3]/@name |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/transportSender[2]/parameter[3]/text()[1] | output_adapter.email.password | String | Password of the email sender. | xxxx |  | Templated
axis2.xml | xml | /axisconfig[1]/transportSender[3]/@name |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/transportSender[4] |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/transportSender[4]/@class |  |  |  | org.apache.axis2.transport.http.CommonsHTTPTransportSender |  | Not Templated
axis2.xml | xml | /axisconfig[1]/transportSender[4]/@name |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/transportSender[4]/parameter[1]/@name |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/transportSender[4]/parameter[2]/@name |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/transportSender[4]/parameter[3]/@name |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/transportSender[4]/parameter[4] |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/transportSender[4]/parameter[5] |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/transportSender[4]/parameter[6] |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/transportSender[4]/parameter[7] |  |  |  |  |  | Not In Default
axis2.xml | xml | /axisconfig[1]/clustering[1]/@enable |  |  |  |  |  | Not In Default
web.xml | xml | /web-app[1] |  |  |  |  |  | Not In Default
web.xml | xml | /web-app[1]/filter[5]/filter-name[1]/text()[1] |  |  |  | CaptchaFilter |  | Not Templated
web.xml | xml | /web-app[1]/filter[5]/filter-class[1]/text()[1] |  |  |  | org.wso2.carbon.identity.captcha.filter.CaptchaFilter |  | Not Templated
web.xml | xml | /web-app[1]/session-config[1] |  |  |  |  |  | Not In Default
master-datasources.xml | xml | /datasources-configuration[1]/datasources[1]/datasource[1]/definition[1]/configuration[1] |  |  |  |  |  | Not In Default
master-datasources.xml | xml | /datasources-configuration[1]/datasources[1]/datasource[1]/definition[1]/configuration[1]/url[1]/text()[1] |  |  |  | jdbc:h2:./repository/database/WSO2CARBON_DB;DB_CLOSE_ON_EXIT=FALSE |  | Add Manually
master-datasources.xml | xml | /datasources-configuration[1]/datasources[1]/datasource[2]/definition[1]/configuration[1] |  |  |  |  |  | Not In Default
master-datasources.xml | xml | /datasources-configuration[1]/datasources[1]/datasource[2]/definition[1]/configuration[1]/validationQuery[1] |  |  |  |  |  | Not In Default
master-datasources.xml | xml | /datasources-configuration[1]/datasources[1]/datasource[3]/definition[1]/configuration[1] |  |  |  |  |  | Not In Default
master-datasources.xml | xml | /datasources-configuration[1]/datasources[1]/datasource[3]/definition[1]/configuration[1]/maxActive[1] |  |  |  |  |  | Not In Default
master-datasources.xml | xml | /datasources-configuration[1]/datasources[1]/datasource[3]/definition[1]/configuration[1]/maxWait[1] |  |  |  |  |  | Not In Default
master-datasources.xml | xml | /datasources-configuration[1]/datasources[1]/datasource[3]/definition[1]/configuration[1]/testOnBorrow[1] |  |  |  |  |  | Not In Default
master-datasources.xml | xml | /datasources-configuration[1]/datasources[1]/datasource[3]/definition[1]/configuration[1]/validationQuery[1] |  |  |  |  |  | Not In Default
master-datasources.xml | xml | /datasources-configuration[1]/datasources[1]/datasource[3]/definition[1]/configuration[1]/validationInterval[1] |  |  |  |  |  | Not In Default
registry.xml | xml | /wso2registry[1] |  |  |  |  |  | Not In Default
registry.xml | xml | /wso2registry[1]/remoteInstance[1]/@url |  |  |  |  |  | Not In Default
registry.xml | xml | /wso2registry[1]/mount[1]/@overwrite |  |  |  |  |  | Not In Default
registry.xml | xml | /wso2registry[1]/mount[1]/@path |  |  |  |  |  | Not In Default
registry.xml | xml | /wso2registry[1]/mount[1]/instanceId[1]/text()[1] |  |  |  | gov |  | Not Templated
registry.xml | xml | /wso2registry[1]/mount[1]/targetPath[1]/text()[1] | governance_data.path | String | Target path of the mounted governace registry | /_system/governance |  | Templated
registry.xml | xml | /wso2registry[1]/mount[2]/@overwrite |  |  |  |  |  | Not In Default
registry.xml | xml | /wso2registry[1]/mount[2]/@path |  |  |  |  |  | Not In Default
registry.xml | xml | /wso2registry[1]/mount[2]/instanceId[1]/text()[1] |  |  |  | conf |  | Not Templated
registry.xml | xml | /wso2registry[1]/mount[2]/targetPath[1]/text()[1] | config_data.path | String | Target path of the mounted config registry | /_system/config |  | Templated
registry.xml | xml | /wso2registry[1]/indexingConfiguration[1]/startIndexing[1]/text()[1] |  |  |  | FALSE |  | Removed
registry.xml | xml | /wso2registry[1]/staticConfiguration[1]/versioningProperties[1]/text()[1] | static_configuration.versioning_properties.enable | Boolean | Enable versioning properties | FALSE |  | Templated
registry.xml | xml | /wso2registry[1]/staticConfiguration[1]/versioningComments[1]/text()[1] | static_configuration.versioning_comments.enable | Boolean | Enable versioning comments | FALSE |  | Templated
registry.xml | xml | /wso2registry[1]/staticConfiguration[1]/versioningTags[1]/text()[1] | static_configuration.versioning_tags.enable | Boolean | Enabling versioning tags | FALSE |  | Templated
registry.xml | xml | /wso2registry[1]/staticConfiguration[1]/versioningRatings[1]/text()[1] | static_configuration.versioning_ratings.enable | Boolean | Enabling versioning ratings | FALSE |  | Templated
application-authentication.xml | xml | /ApplicationAuthentication[1] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/Extensions[1]/AuthenticationRequestHandler[1]/text()[1] | authentication.framework.extensions.authentication_request_handler | String | Authentication Request Handler class name | org.wso2.carbon.identity.application.authentication.framework.handler.request.impl.DefaultAuthenticationRequestHandler |  | Templated
application-authentication.xml | xml | /ApplicationAuthentication[1]/Extensions[1]/StepBasedSequenceHandler[1]/text()[1] | authentication.framework.extensions.step_based_sequence_handler | String | Hanlder class for Step based authentication handling. | org.wso2.carbon.identity.application.authentication.framework.handler.sequence.impl.GraphBasedSequenceHandler |  | Templated
application-authentication.xml | xml | /ApplicationAuthentication[1]/Extensions[1]/StepHandler[1]/text()[1] | authentication.framework.extensions.step_handler | String | Step handler class name | org.wso2.carbon.identity.application.authentication.framework.handler.step.impl.GraphBasedStepHandler |  | Templated
application-authentication.xml | xml | /ApplicationAuthentication[1]/Extensions[1]/ClaimHandler[1]/text()[1] | authentication.framework.extensions.claim_handler | String | Claim Handler class name | org.wso2.carbon.identity.application.authentication.framework.handler.claims.impl.DefaultClaimHandler |  | Templated
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorNameMappings[1] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorNameMappings[1]/AuthenticatorNameMapping[7]/@alias |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorNameMappings[1]/AuthenticatorNameMapping[7]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorNameMappings[1]/AuthenticatorNameMapping[8] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[1] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[1]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[1]/Parameter[1]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[1]/Parameter[1]/text()[1] |  |  |  | FALSE |  | Add Manually
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[1]/Parameter[2]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[2] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[2]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[3] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[3]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[4] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[4]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[5] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[5]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[6] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[6]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[6]/Parameter[1]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[6]/Parameter[1]/text()[1] |  |  |  | /authenticationendpoint/fido2-auth.jsp |  | Add Manually
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[6]/Parameter[2]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[6]/Parameter[2]/text()[1] |  |  |  | /authenticationendpoint/fido-auth.jsp |  | Add Manually
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[6]/Parameter[3] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[7] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[7]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[7]/Parameter[1]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[7]/Parameter[1]/text()[1] |  |  |  | Bearer |  | Add Manually
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[7]/Parameter[2]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[7]/Parameter[2]/text()[1] |  |  |  | https://api.sendgrid.com/api/mail.send.json |  | Add Manually
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[7]/Parameter[3]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[7]/Parameter[3]/text()[1] |  |  |  | sendgridAPIKeyValue |  | Add Manually
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[8]/Parameter[1]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[8]/Parameter[1]/text()[1] |  |  |  | https://login.live.com/oauth20_authorize.srf |  | Add Manually
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[8]/Parameter[2]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[8]/Parameter[2]/text()[1] |  |  |  | https://apis.live.net/v5.0/me?access_token= |  | Add Manually
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[8]/Parameter[3]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[8]/Parameter[3]/text()[1] |  |  |  | https://login.live.com/oauth20_token.srf |  | Add Manually
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[9]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[9]/Parameter[1]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[9]/Parameter[1]/text()[1] |  |  |  | https://api.login.yahoo.com/oauth2/get_token |  | Add Manually
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[9]/Parameter[2]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[9]/Parameter[2]/text()[1] |  |  |  | https://api.login.yahoo.com/oauth2/request_auth |  | Add Manually
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[9]/Parameter[3]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[9]/Parameter[3]/text()[1] |  |  |  | https://social.yahooapis.com/v1/user/ |  | Add Manually
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[10] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[10]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[10]/Parameter[1]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[10]/Parameter[1]/text()[1] |  |  |  | https://localhost:8443/x509-certificate-servlet |  | Add Manually
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[11] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[11]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[11]/Parameter[1] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[11]/Parameter[2] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[11]/Parameter[3] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[12] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[12]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[12]/Parameter[1]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[12]/Parameter[1]/text()[1] |  |  |  | https://graph.facebook.com/me |  | Add Manually
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[12]/Parameter[2]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[12]/Parameter[2]/text()[1] |  |  |  | https://graph.facebook.com/oauth/access_token |  | Add Manually
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[12]/Parameter[3]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[12]/Parameter[3]/text()[1] |  |  |  | http://www.facebook.com/dialog/oauth |  | Add Manually
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[12]/Parameter[4] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[12]/Parameter[5] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[12]/Parameter[6] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[12]/Parameter[7] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[12]/Parameter[8] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[12]/Parameter[9] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[12]/Parameter[10] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[12]/Parameter[11] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[12]/Parameter[12] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[12]/Parameter[13] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[13] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[13]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[13]/Parameter[1]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[13]/Parameter[1]/text()[1] |  |  |  | 1 |  | Add Manually
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[13]/Parameter[2] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[13]/Parameter[3] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[13]/Parameter[4] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[13]/Parameter[5] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[13]/Parameter[6] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[13]/Parameter[7] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[13]/Parameter[8] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[13]/Parameter[9] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[13]/Parameter[10] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[13]/Parameter[11] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[13]/Parameter[12] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[13]/Parameter[13] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[13]/Parameter[14] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[13]/Parameter[15] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[14] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[14]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[14]/Parameter[1]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[14]/Parameter[1]/text()[1] |  |  |  | basic |  | Add Manually
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[14]/Parameter[2] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[14]/Parameter[3] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[14]/Parameter[4] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[14]/Parameter[5] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[15] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[15]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[15]/Parameter[1]/@name |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[15]/Parameter[1]/text()[1] |  |  |  | basic |  | Add Manually
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[15]/Parameter[2] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[15]/Parameter[3] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[15]/Parameter[4] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[15]/Parameter[5] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[15]/Parameter[6] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[15]/Parameter[7] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[15]/Parameter[8] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[16] |  |  |  |  |  | Not In Default
application-authentication.xml | xml | /ApplicationAuthentication[1]/AuthenticatorConfigs[1]/AuthenticatorConfig[16]/@name |  |  |  |  |  | Not In Default
